,NWP (£m) ,NWP (£m) ,NWP (£m) ,NWP (£m) ,NWP (£m) ,SCR (£m),SCR (£m),SCR (£m),SCR (£m),SCR (£m),EoF for SCR (£m),EoF for SCR (£m),EoF for SCR (£m),EoF for SCR (£m),EoF for SCR (£m),SCR coverage ratio,SCR coverage ratio,SCR coverage ratio,SCR coverage ratio,SCR coverage ratio,GWP (£m),GWP (£m),GWP (£m),GWP (£m),GWP (£m),Total assets (£m),Total assets (£m),Total assets (£m),Total assets (£m),Total assets (£m),Total liabilities (£m),Total liabilities (£m),Total liabilities (£m),Total liabilities (£m),Total liabilities (£m),Excess of assets over liabilities (£m) [= equity],Excess of assets over liabilities (£m) [= equity],Excess of assets over liabilities (£m) [= equity],Excess of assets over liabilities (£m) [= equity],Excess of assets over liabilities (£m) [= equity]
,2016YE,2017YE,2018YE,2019YE,2020YE,2016YE,2017YE,2018YE,2019YE,2020YE,2016YE,2017YE,2018YE,2019YE,2020YE,2016YE,2017YE,2018YE,2019YE,2020YE,2016YE,2017YE,2018YE,2019YE,2020YE,2016YE,2017YE,2018YE,2019YE,2020YE,2016YE,2017YE,2018YE,2019YE,2020YE,2016YE,2017YE,2018YE,2019YE,2020YE
Firm 231,12.45741727,12.95168479,14.75801743,32.68345688,39.98399998,33.65549764,33.94260566,39.01784873,45.08825268,36.95661903,59.41149989,50.0431575,70.10771152,80.66939233,103.5166034,1.700999086,1.420656574,1.73137862,1.723990865,2.699027818,153.5787131,155.6256295,168.4553111,285.287466,344.5423847,578.0862832,550.1043738,584.4830231,666.2554511,549.2370927,518.6747833,500.0612163,514.3753115,593.2947308,460.6560413,59.41149989,50.0431575,70.10771152,72.96072033,88.58105144
Firm 232,0,0,0,0,0,0.3556145295,0.3054522737,0.2704992276,0.2750955233,0.270113794,4.991024975,4.972116566,5.005030668,5.161524419,5.206407198,13.52383384,15.68510822,17.82913583,18.07940124,18.57295252,0,0,0,0,0,6.282923242,6.566112871,6.544788758,6.382494232,6.92909111,1.291898268,1.593996305,1.539758089,1.220968849,1.722683912,4.991024975,4.972116566,5.005030668,5.161524419,5.206407198
Firm 233,0,0,0,0,0.09030904258,3.729602961,3.259804672,2.594973146,3.305979367,4.070956344,11.24513672,12.36963958,13.24752435,11.22505886,8.172065675,2.905304916,3.656411346,4.91916555,3.27173461,1.934305128,0,0,0,0,-0.006049357419,114.1721938,114.2908409,108.0063132,127.0303059,144.3506121,102.9270571,101.9212013,94.75878889,115.805247,136.1785465,11.24513672,12.36963958,13.24752435,11.22505886,8.172065675
Firm 234,2660.852923,3467.00637,2804.8568,2909.189847,2620.125427,1728.141974,1738.535357,1679.517917,1664.109568,1680.299703,3114.830729,3242.489068,3231.80003,3127.782101,3419.612188,1.736779211,1.797151018,1.854169443,1.811107181,1.961009447,3408.348892,4205.773242,3617.072335,3633.996397,3430.085703,18095.2162,17147.99579,17099.86188,13661.0445,14259.49376,15317.32013,13940.1148,13899.99117,10482.41021,10676.58299,2777.896078,3207.880985,3199.870711,3178.634283,3582.910768
Firm 235,0,4.25641851,4.324386796,4.524726818,3.979194767,1.108837696,7.914007442,8.545103059,8.877155014,7.423428628,15.33077455,23.57044705,23.45335205,27.14189647,19.54351157,13.32249897,2.869861548,2.644704765,2.94615754,2.536808259,0,4.475566082,4.524341249,4.703745712,4.158844559,96.56386618,108.7589209,107.9588786,108.8832097,104.7480227,81.23309162,85.18847381,84.50552653,81.74131325,85.20451116,15.33077455,23.57044705,23.45335205,27.14189647,19.54351157
Firm 236,51.82276665,49.03791856,75.06964382,117.418323,144.3283781,53.13081854,57.8608751,79.73971365,67.26774435,113.9814674,205.3421739,197.9328377,220.2974138,263.5547206,254.1565605,3.724099096,3.296267385,2.662099642,3.77531779,2.14860539,85.70934253,83.55442129,110.6620033,172.8804253,212.0156493,301.9417343,309.6863756,375.5288691,420.6339858,578.572331,96.59956039,111.7535379,155.2314554,157.0792652,324.4157704,205.3421739,197.9328377,220.2974138,263.5547206,254.1565605
Firm 237,0,56.40267398,52.99467572,46.62170597,42.92559812,80.48867675,91.47403394,84.33618924,162.4349914,200.6149369,148.169416,172.6161307,167.4242377,433.058056,510.9392304,1.77383558,1.818331766,1.912907355,2.568952725,2.454118696,0,290.6434194,248.9786095,237.8516354,227.2491573,811.4815152,846.0311792,844.4682378,1106.328762,1208.984665,690.4304079,703.6984549,703.3090432,754.4882016,798.3529035,121.0511073,142.3327243,141.1591945,351.8405603,410.631762
Firm 238,0,0,0,0,0,1.145192945,1.09342296,1.263900062,1.247689354,0,5.469989201,5.404418892,5.999007071,5.99642539,0,4.602538024,4.762668942,4.573579353,4.631008146,0,0,0,0,0,0,8.659726862,8.326206005,9.021153385,8.203466077,0,3.189737661,2.921787113,3.022146314,2.207040687,0,5.469989201,5.404418892,5.999007071,5.99642539,0
Firm 239,0,0,0,0,0,2.47083096,2.504460072,2.297346562,1.766980522,0,4.769634806,5.610461095,7.137800514,6.543241242,0,1.860080216,2.158609197,2.993832313,3.568212829,0,0,0,0,0,0,15.7256109,15.72794181,12.49394096,8.467582086,0,10.9559761,10.11748072,5.356140443,1.924340845,0,4.769634806,5.610461095,7.137800514,6.543241242,0
Firm 240,995.6574334,975.2914112,996.1131143,961.1960847,931.0351389,71.1142764,76.73543452,71.20087816,69.29333033,72.21205618,100.0167342,106.4065006,100.3560505,99.84829264,112.0539453,1.355206433,1.336170208,1.358150167,1.388477315,1.495226622,995.6574334,975.2914112,996.1131143,961.1960847,931.0351389,208.3603993,197.0764863,165.3948017,162.5634999,226.4429004,25.47544105,36.70928168,19.75030323,25.13543129,114.3889551,182.8849582,160.3672046,145.6444985,137.4280686,112.0539453
Firm 241,3.817018319,18.61144284,16.52831203,51.3170795,62.91727606,8.747736329,19.84515273,22.76774017,32.03536702,40.52121817,25.22786058,25.22227276,26.33491838,32.622065,51.87197319,2.778908954,1.22467077,1.114555323,0.9812311456,1.233501994,23.23822343,33.03493956,21.13273265,57.09222192,67.59894624,146.2265093,152.9423535,151.4421997,165.1747498,189.4846168,120.9986487,127.7200808,125.1072813,132.5526848,137.6126436,25.22786058,25.22227276,26.33491838,32.622065,51.87197318
Firm 242,530.1511504,477.7128034,471.605151,488.5668622,0,278.8325808,249.6188683,220.2976876,204.296132,0,431.4081042,378.504524,320.325045,289.8752632,0,1.490851412,1.461111116,1.401104531,1.367226892,0,550.0115416,496.9174445,492.7605451,511.8415564,0,791.2648338,736.9635202,682.5203946,644.7439316,0,359.8567296,286.1901962,294.7444696,354.8686684,0,431.4081042,450.773324,387.775925,289.8752632,0
Firm 243,239.795453,195.0542341,158.0323452,123.828698,0,30.05019379,32.09996471,55.09759654,81.77051643,0,158.8573111,69.74645335,89.72971041,130.5796395,0,5.09388939,2.093664809,1.56925381,1.538750846,0,246.9820384,201.0359036,163.1557808,127.6247483,0,530.5899137,272.6817434,222.6896441,232.7638104,0,371.7326026,159.5740101,104.0524136,102.184171,0,158.8573111,113.1077333,118.6372304,130.5796395,0
Firm 244,3.989270522,2.32286377,1.651242831,1.39520989,2.31849777,14.84104368,11.12612865,10.11964685,10.65423651,10.39629086,29.90241373,22.61146407,19.11879294,15.86576227,14.31898929,1.941473124,1.958277284,1.820474889,1.434921653,1.327160731,3.989270522,2.32286377,1.651242831,1.39520989,2.31849777,32.52967947,24.97433585,20.60488904,16.95813794,15.31807847,2.627265737,2.362871777,1.486096096,1.092376637,0.9990891796,29.90241373,22.61146407,19.11879294,15.86576227,14.31898929
Firm 245,0.07446709163,0.02703897645,0.02063013109,-0.01219357737,0.01139812914,15.22926333,17.59517167,15.30073148,15.39438232,14.83326773,42.75825645,50.05268204,50.668416,47.33091368,47.464757,2.705394929,2.741090821,3.190911168,2.962594419,3.083358384,0.07446709163,0.02703897645,0.02063013109,-0.01219357737,0.01139812914,136.4747794,137.8370562,130.3065805,124.6681061,122.8861178,93.71652295,87.7843742,79.63816446,77.33719244,75.42136076,42.75825645,50.05268204,50.668416,47.33091368,47.46475675
Firm 246,45.7810171,54.2352207,110.3855372,95.87612479,173.6329825,69.47522599,89.94895682,109.2508488,117.6873878,271.3334688,102.1088089,119.9712493,141.4367018,231.6230548,412.4509779,1.416194234,1.285199744,1.247460724,1.896450196,1.464733285,96.04420511,121.7153735,237.7503073,227.0919351,510.4996132,117.1370624,142.900969,228.9468952,338.5413187,618.2645891,15.02825355,22.92971977,87.51019339,106.9182639,205.8136113,102.1088089,119.9712493,141.4367018,231.6230548,412.4509778
Firm 247,13377.53402,24031.37727,22475.77394,10624.48008,9961.520679,66.34226933,28.69900247,14.42349008,10.39854179,10.1067353,184.6263199,181.9884986,134.7631224,103.1681907,86.79978066,2.681593042,6.110358907,9.00306291,9.5601114,8.275558561,13589.80893,24202.65344,22694.94061,10624.48008,9961.520679,116475.4321,107000.6894,68442.01275,74914.20897,73874.50299,116290.8058,106818.7009,68307.24962,74811.04078,73787.70321,184.6263199,181.9884986,134.7631224,103.1681907,86.79978066
Firm 248,0,0,0,0,0,6.679932802,6.306796105,5.491952664,6.67984672,6.532022919,17.62760305,18.25754264,17.5497421,17.64118506,18.93476062,2.542791486,2.789479107,3.079169054,2.544783492,2.793197851,9.253071234,9.370840383,9.495650607,9.780046504,9.263164203,35.05396307,34.96308972,33.4146309,32.82810576,33.64479274,17.42636002,16.70554708,15.86488881,15.1869207,14.71003212,17.62760305,18.25754264,17.5497421,17.64118506,18.93476093
Firm 249,0,0,0,0,0,0,0,0,42.13493009,0.4166218592,0,0,0,89.61523579,2.982684125,0,0,0,2.049411431,6.898501931,0,0,0,0,0,0,0,0,186.8685755,5.675634174,0,0,0,97.25333967,2.692950049,0,0,0,89.61523579,2.982684125
Firm 250,35.81328563,39.79568676,43.02151852,45.10151531,43.69223481,11.1683012,11.10164994,9.677404514,10.88363581,11.16963542,46.89102616,42.58780998,37.73050941,34.34268503,42.52099427,4.045686246,3.696471471,3.756845664,3.040533734,3.668208334,35.83645983,39.81989681,43.05085965,45.13085644,43.72775637,52.90600157,50.69683879,44.0675999,40.62080278,46.88494388,6.014975414,8.109028805,6.337090484,6.278117749,4.363949607,46.89102616,42.58780998,37.73050941,34.34268503,42.52099427
Firm 251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firm 252,29.1537172,0,0,0,0,11.97463856,0,0,0,0,16.40529231,0,0,0,0,1.320113096,0,0,0,0,35.18307235,0,0,0,0,52.04221991,0,0,0,0,19.94303499,0,0,0,0,32.09918492,0,0,0,0
Firm 253,0,33.17516474,46.32552437,49.96938102,36.38624242,10.648924,9.690056275,13.65017673,13.77551325,12.79433491,16.32686762,20.78559045,19.00977762,22.11634296,22.73489302,1.477361319,2.066929419,1.341925304,1.547017075,1.712240558,0,49.93240935,66.19480257,66.88659302,46.90803205,35.68953578,48.93016082,39.72821773,38.40757404,45.94251154,19.36266814,28.14457037,20.71844011,16.29123204,23.20761852,16.32686762,20.78559045,19.00977762,22.11634295,22.73489302
Firm 254,28.44208222,32.74064717,46.5375929,58.96137517,69.35178718,30.11296518,31.70383802,36.32421498,50.26158063,58.16103334,39.68732688,43.62576192,44.39414239,82.37945131,87.99000579,1.269953754,1.325930512,1.17765753,1.579327992,1.457776055,98.54895937,101.9786374,111.0141142,150.9893643,179.936015,179.1899369,196.9491518,197.5605052,272.2984345,369.4768493,139.50261,153.3233899,153.1663628,215.0497735,305.7365536,39.68732688,43.62576192,44.39414239,57.248661,63.74029582
Firm 255,13.96639656,7.280765544,0,0,0,210.556175,278.2852302,0,0,0,329.9523048,310.4119906,0,0,0,1.509985455,1.074825377,0,0,0,14.29643949,7.41980108,0,0,0,420.3174552,433.9004335,0,0,0,90.36515034,123.4884428,0,0,0,329.9523048,310.4119906,0,0,0
Firm 256,0,0,0,0,0,37.41196159,32.99754552,29.66234248,28.10426023,6.993134364,-2.571486857,4.031905113,5.834210403,9.674616894,12.83828133,-0.06623131977,0.1177384316,0.1895248766,0.331704374,1.768986814,0,0,0,0,0,134.8444861,118.8796021,115.1655002,114.2810337,113.3711351,137.4159729,114.847697,109.3312898,104.6064168,100.5328538,-2.571486857,4.031905113,5.834210403,9.674616897,12.83828133
Firm 257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firm 258,0,51.89708576,51.26384341,56.19984099,58.88249161,18.94687708,22.08106966,23.58796964,27.07494147,22.71121998,72.59284356,70.57185319,68.2678246,66.40212904,60.35689952,3.691864484,3.079647392,2.788785321,2.36321948,2.560802226,0,52.65265414,52.15169742,57.32786446,59.58869654,82.94321477,79.34763564,77.37519141,75.15010511,68.20410635,10.35037122,8.775782449,9.107366816,8.747976074,7.84720684,72.59284356,70.57185319,68.2678246,66.40212904,60.35689952
Firm 259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firm 260,152.2974589,173.1747454,183.778447,142.7088228,141.2595116,75.27063095,80.18296537,87.90802553,80.61182456,73.66704614,123.0607478,126.2454151,149.6245562,107.8329523,102.2077944,1.575373636,1.517130995,1.640075835,1.288968562,1.336904363,208.7830986,244.7116065,264.5395611,145.7576171,144.6019688,457.6906729,545.0855065,592.2610487,420.9750487,420.8653223,334.6299251,409.2042514,442.6364925,293.8704164,284.9320878,123.0607478,135.8812551,149.6245562,127.1046323,135.9332344
Firm 261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firm 262,0,37.02314845,27.98945941,24.87371952,12.75782074,79.70670473,89.04182732,108.8334855,111.6622191,88.80485681,174.9646276,135.7283731,203.4663268,202.7180659,194.9556941,2.115168558,1.468811823,1.801439108,1.749346255,2.11538191,0,263.8187888,224.3256591,225.3818513,154.1650878,728.5889091,573.4297374,548.3237062,727.189537,986.4665349,570.5316626,460.3648145,392.9355531,574.0524088,833.8125651,158.0572465,113.0649229,155.388153,153.1371282,152.6539698
Firm 263,25.64986917,48.775591,47.06168629,44.30727346,40.88962376,96.83397424,87.08311829,77.24681646,74.01418525,73.00904042,167.6224935,171.7880628,158.709911,155.4069585,147.1216111,1.667992604,1.900853253,1.979762247,2.023229172,1.941732553,35.83251462,59.27905966,57.94111509,55.39322992,52.25222759,1725.092852,1753.454753,1548.660196,1635.121614,1544.756428,1543.259265,1567.281073,1374.71809,1458.991068,1379.851668,181.8335868,186.1736799,173.9421058,176.1305458,164.9047603
Firm 264,124.1619719,170.511345,184.6168323,74.83688473,8.377161736,96.67963498,108.806827,114.3049032,100.6153951,82.46113653,120.3680836,140.877125,115.9934875,135.8234799,148.753813,1.199681396,1.24759583,0.9778186721,1.300768456,1.738234521,214.811984,276.0395611,291.2800235,140.9537797,20.79926687,427.9380325,450.4889698,483.8498214,462.6399566,425.3811132,331.6595489,363.1065966,425.0087855,377.0355801,317.776669,96.27848356,87.38237317,58.84103591,85.60437655,107.6044442
Firm 265,59.14301678,28.24619703,45.72757585,40.12919967,22.00575497,83.98653184,73.88745845,75.5864702,87.36721634,78.72509261,142.5118087,149.1950841,138.6572871,147.6003861,143.7910954,1.635049045,1.945688739,1.767617181,1.627903193,1.759982672,59.14301678,28.24619703,45.72757585,40.12919967,22.00575497,562.1493034,561.1589296,569.254811,639.94136,663.5789409,419.6374947,411.9638455,430.5975239,492.3409739,519.7878455,142.5118087,149.1950841,138.6572871,147.6003861,143.7910952
Firm 266,914.8874585,898.9088077,856.9479553,898.1851898,899.3873082,411.7713011,378.1639575,366.7847387,361.8727284,362.0032927,443.3414407,590.9333997,591.4723531,568.215553,645.5034935,1.037461129,1.50573305,1.553863168,1.513027572,1.718207681,1174.340313,1166.636092,1134.879007,1153.971989,1181.606843,1888.727637,2052.820315,1994.488342,1965.80261,2025.656982,1445.386196,1461.886916,1403.015989,1397.587057,1380.153489,443.3414407,590.9333997,591.4723531,568.215553,645.5034935
Firm 267,407.890877,472.0887671,457.9937467,0,0,295.6754982,309.7753012,318.8210354,0,0,378.048572,372.6453553,435.4909417,0,0,1.232031594,1.159146971,1.316199551,0,0,470.0239735,523.6761679,519.0156335,0,0,1224.330241,1241.432162,1304.304552,0,0,848.3098752,870.8258617,870.8861091,0,0,376.020366,370.6063004,433.4184425,0,0
Firm 268,121.8165488,142.5384835,139.7379082,0,0,93.37099327,102.7460233,113.2546928,0,0,369.00278,383.3483792,366.9874339,0,0,3.808090311,3.595159721,3.122371451,0,0,141.2616519,152.8224443,152.4002657,0,0,640.1189278,706.8012097,658.5044366,0,0,271.1161478,323.4528304,291.5170026,0,0,369.00278,383.3483792,366.9874339,0,0
Firm 269,0,0,0,0,0,12.632551,10.13252868,8.743382671,8.108180054,0,11.53901434,7.85770799,6.307323239,3.924264042,0,0.8801713605,0.7472529251,0.6951126337,0.4663633538,0,0,0,0,0,0,60.55593248,49.20051131,42.56660053,36.82731026,0,49.01691892,41.34280332,36.25927804,32.90304695,0,11.53901434,7.85770799,6.307323239,3.924264042,0
Firm 270,0,0,0,0,0,1.62373094,1.012695317,0.514894308,0.3573018265,0,5.603919323,5.130307188,3.664117857,3.788006932,0,3.325579911,4.881509609,6.857106958,10.21562892,0,0,0,0,0,0,6.446453083,6.081799172,4.005880783,3.978491129,0,0.84253376,0.9514919844,0.3417629254,0.190484197,0,5.603919323,5.130307188,3.664117857,3.788006932,0
Firm 271,0,0,0,0,0,1.187858314,0.9973846405,0.5211078299,0.3562975434,0.3366533279,3.624786027,3.378218387,3.693699029,3.755697991,3.530884528,2.940406088,3.263733021,6.830043766,10.15704587,10.10625339,0,0,0,0,0,5.064468186,4.652274962,4.87470625,4.806721602,4.628965207,1.439681195,1.274056575,1.181007221,1.051022881,1.09808068,3.624786991,3.378218387,3.693699029,3.755698721,3.530885234
Firm 272,932.1665364,384.8750871,961.6765549,776.1729188,0,651.8564291,773.4835037,808.8319214,875.4530598,0,1315.175832,1471.098272,1487.031009,1616.86568,0,1.944112741,1.832652863,1.771541466,1.77963385,0,1183.373544,1436.84978,1198.241358,1032.165815,0,12946.78138,14167.32043,13620.53258,14757.94851,0,11871.9527,12970.80517,12407.4188,13421.87639,0,1074.828686,1196.515264,1213.113779,1336.072121,0
Firm 273,24.0789181,23.30553418,23.70619893,22.75988147,21.56397653,4.645126265,4.463325024,4.151091012,4.01697669,3.956074203,12.10545586,11.60781601,10.94169925,10.48594351,12.2390039,2.511153177,2.506002974,2.539873565,2.515346285,2.981063482,24.31811434,23.5113666,23.88501495,22.91663553,21.69953325,15.51784168,14.59521122,15.00364468,14.21276892,15.72365419,3.412385826,2.987395211,4.061945434,3.726825407,3.484650286,12.10545586,11.60781601,10.94169925,10.48594351,12.2390039
Firm 274,5.780431531,6.566167796,7.767532529,6.564087755,-226.3793531,5.037175802,4.388829328,6.420702722,3.804511718,32.25447661,17.0562194,17.23363746,17.35839258,12.82889324,81.06232336,3.262760873,3.783709978,2.605052761,3.249225442,2.421690444,12.03188123,13.83449251,18.56195991,16.27260231,1.528378027,33.39649958,31.33670377,35.48184757,29.37694537,678.3175422,16.34028017,14.10306631,18.123455,16.54805212,597.2552189,17.0562194,17.23363746,17.35839258,12.82889324,81.06232336
Firm 275,61.23384952,73.1069244,77.91759922,94.43567718,231.6427097,142.6840097,127.896842,164.2263627,129.46498,181.2371863,400.5010619,346.2306949,356.6291067,344.6333044,330.288329,2.70469281,2.608526939,2.092490483,2.565042208,1.756044417,234.2937036,259.7268471,283.155171,318.8366815,613.4384197,723.8073523,760.8318621,808.2919838,959.5155967,1127.329967,323.3062903,414.6011672,451.6628771,614.8822922,797.041638,400.5010619,346.2306949,356.6291067,344.6333044,330.288329
Firm 276,-0.003253059584,5714.938569,4945.577096,3703.29614,3449.256277,175.7177627,225.1221762,270.3879019,277.8366558,265.7304668,266.980164,350.3655107,382.3456168,371.5226471,368.5136046,1.464039892,1.499659456,1.362568799,1.28850269,1.33629319,0.01003669094,5714.942351,4945.581633,3703.308912,3449.283175,18958.81415,24891.95439,26272.04993,31212.21163,34751.53084,18691.83399,24541.58888,25870.43264,30821.4173,34373.3814,266.980164,350.3655107,401.6172968,390.7943271,378.1494446
Firm 277,-0.5006821007,-0.2958617221,-0.1199575357,-0.05655274496,0,1.657246923,3.227185426,1.020120364,1.086897699,0,10.85833517,7.744179107,7.189892828,7.336784464,0,6.313433375,2.312283335,6.791419851,6.50439147,0,-0.5369417667,-0.2814416876,-0.1081015982,-0.03132611584,0,15.31875876,11.64350099,11.12869082,10.75067393,0,4.460423591,3.899321883,3.938797992,3.413889462,0,10.85833517,7.744179107,7.189892828,7.336784464,0
Firm 278,1.355522756,0.01380526797,0,0,0,3.473913336,0.4060849588,0.3476852701,0.3522980643,0.3689174829,10.05611202,5.209426424,5.226122348,5.263369148,5.224676933,2.78933517,12.36125555,14.48381139,14.39604361,13.64645302,1.657985992,-0.002021599232,0,0,0,13.08308406,5.494668372,5.346588608,5.332663971,5.339393276,3.026972039,0.2852419472,0.1204662599,0.06929482325,0.1147163422,10.05611202,5.209426424,5.226122348,5.263369148,5.224676933
Firm 279,72.69438807,79.09212524,79.87013356,7.310043601,13.12189241,44.92550625,41.84068786,41.24753529,27.31849933,20.90743817,75.97960427,91.58907417,83.81506596,76.29978891,68.15621788,1.629647323,2.109280964,1.958004423,2.691262609,3.141190255,80.5152887,87.87433003,89.54270442,13.20009,14.75490758,157.4563392,169.9143498,159.0642361,148.880147,114.9611284,81.47673493,78.32527566,75.24917016,72.58035809,46.80491057,75.97960427,91.58907417,83.81506596,76.29978891,68.15621788
Firm 280,54.45380584,46.64931679,56.02120641,63.21631778,83.59862126,119.338762,108.5947618,107.9303469,139.6440811,142.0975659,281.19237,373.2679547,398.1398068,404.288253,374.7311798,2.270448128,3.312084514,3.554525289,2.789704288,2.541105944,329.3568026,270.5305668,344.629466,395.6374002,533.079669,1248.733812,1284.805747,1503.175659,1505.168609,1740.492254,878.6848598,911.5377921,1105.035853,1100.880356,1365.761075,370.0489522,373.2679547,398.1398068,404.288253,374.7311798
Firm 281,1071.133576,1087.806662,1152.86638,762.8025842,754.9135175,876.1024546,886.1571553,852.6344435,666.9306498,583.9564008,1230.599088,1099.536205,1081.09985,877.2634877,1042.690701,1.353478221,1.195606771,1.221778602,1.267473703,1.720539539,1309.667001,1287.365027,1353.009071,903.7736721,961.828021,4989.23357,5005.187985,4858.00172,3845.520058,3843.680865,3746.979634,3803.686516,3765.040461,2959.269533,2945.881206,1242.253936,1201.501469,1092.961259,886.2505249,897.7996587
Firm 282,0,0,0,0,0,19.00070862,8.572149258,8.748739516,3.68089088,3.557478896,43.01728051,46.35224474,49.34610022,52.21468979,56.23861658,2.181537755,5.210394738,5.434967237,13.66876696,15.23287494,30.98982502,36.32615322,35.65646234,30.23660201,33.41902029,275.0589071,217.299755,246.0579195,104.9381519,132.7096064,232.0416266,170.9475103,196.7118193,52.72346214,76.47098982,43.01728051,46.35224474,49.34610022,52.21468979,56.23861658
Firm 283,12.09196042,7.283692913,5.88484742,8.397320393,12.36764111,78.77803686,87.67635748,73.30373096,77.49284545,87.66927999,279.1789232,302.7083538,293.7223827,310.6022095,312.7583709,3.414814004,3.32683673,3.861006592,3.86218002,3.437566295,12.09196042,7.283692913,5.88484742,8.397320393,12.36764111,513.0607139,562.3047844,541.642925,586.1649435,579.4613377,233.8817907,259.5964306,247.9205423,275.562734,266.7029669,279.1789232,302.7083538,293.7223827,310.6022095,312.7583709
Firm 284,67.93074483,77.0929042,71.86304287,67.25847283,63.78576825,281.5534633,277.963078,229.2080701,205.9375399,191.7075328,435.8053838,449.5976055,408.8513157,382.9953094,358.230921,1.491493268,1.55857052,1.718798933,1.792039239,1.800584353,83.52827904,91.75300205,85.78899313,82.98492547,78.10489815,15142.8353,14867.98424,13198.08071,13476.37022,13016.27342,14601.09199,14359.47848,12734.19429,13028.99572,12616.13302,541.7433057,508.5057637,463.8864131,447.3745003,400.1403921
Firm 285,356.7503803,347.2439669,261.9404578,233.709538,160.8705738,155.1226673,133.8815925,123.747023,114.2130204,113.87003,156.8920909,225.7459468,179.0266023,182.8257788,179.101254,0.974575226,1.624757955,1.394030866,1.542451067,1.515579672,381.5053396,373.4220841,329.6284348,298.666139,286.8884029,921.4037205,986.3446412,926.1789835,864.1471655,915.0331128,837.9653556,826.4436008,757.7518052,722.1131091,757.4519012,83.43836491,159.9010404,168.4271783,142.0340565,157.5812116
Firm 286,115.3435101,56.90664431,51.26719195,126.8257158,239.3337405,106.7344524,85.78799467,110.1673999,129.1043981,196.2362303,152.0842632,163.867226,150.2161431,201.9418866,276.3957811,1.372995873,1.84058198,1.313872091,1.507214113,1.357193582,375.4226233,300.8235582,263.9624785,482.5088641,909.2044612,797.2772253,814.4800737,877.668247,983.159108,1673.225164,645.1929621,650.6128477,727.4521038,781.2172203,1396.829383,152.0842632,163.867226,150.2161431,201.9418866,276.3957811
Firm 287,48.32868175,47.48265307,44.990662,51.76805801,62.40716625,42.94862958,44.16180969,43.31755463,44.42104851,47.35793244,110.5188908,122.2427049,98.50036637,101.9148508,114.6183354,2.479572362,2.667261949,2.191106535,2.210742944,2.332120268,52.59767685,51.06282919,47.72536446,54.19901663,65.43119926,192.4896042,203.3128739,194.321054,203.568287,217.7257327,81.97071339,81.070169,95.82068763,101.6534363,103.1073973,110.5188908,122.2427049,98.50036637,101.9148508,114.6183354
Firm 288,92.3470952,103.5844213,145.409469,198.3390339,265.4846876,141.2258422,99.72685417,115.3201706,137.4870415,146.9089346,222.819352,225.5027644,257.6375198,279.8912236,236.5780279,1.520296563,2.178860023,2.152749087,1.961629997,1.551728648,154.7036275,182.1593363,253.7092408,373.3668412,482.0761183,522.7419869,680.3810616,961.8379004,1191.051246,1558.844526,350.0976103,482.9657188,740.5560746,958.9681755,1369.863093,172.6443766,197.4153428,221.2818258,232.0830705,188.9814324
Firm 289,4.65930596,5.28758439,0.806170981,-0.1518049505,0,1.583901844,1.569829732,2.938858554,1.26816423,0,4.151659198,4.562067687,4.370923497,4.972941394,0,2.525707254,2.800262565,1.433125096,3.778569562,0,4.688550436,5.300347117,0.8117658098,-0.1518049505,0,10.80017527,10.45465358,8.777426978,8.9877546,0,5.752467678,5.117745937,4.406503481,4.01481417,0,5.047707593,5.336907641,4.370923497,4.972941394,0
Firm 290,62.21695959,81.49466705,60.46254051,51.03587389,0,79.24859457,69.69894347,53.94608468,44.56136895,0,116.3509477,98.06224649,86.8386227,87.46095827,0,1.41471167,1.35570508,1.551109926,1.891234089,0,175.1241827,139.6812251,94.41562071,79.35638911,0,295.6359976,271.6716884,232.7626746,197.5236503,0,179.2850499,154.3377619,136.2882119,110.0626921,0,116.3509477,117.3339265,96.4744627,87.46095827,0
Firm 291,0,0,0,0,0,0.06940990409,0.05765508506,0.04930484919,0.02846263327,0,10.58083061,7.690469898,7.71662523,7.72633699,0,146.8885343,128.5300982,150.8090325,261.5701307,0,0,0,0,0,0,11.99578244,8.935091545,8.245446961,7.862313436,0,1.414951837,1.244622273,0.5288217503,0.1359764452,0,10.58083061,7.690469898,7.71662521,7.72633699,0
Firm 292,131.7728812,177.5550167,32.72512785,38.09110436,31.31120645,371.3292449,380.9938168,295.7971338,339.2207943,286.1765321,548.2968069,585.7446589,572.3600548,631.2986008,657.3207801,1.422807488,1.481426093,1.864510936,1.793254545,2.213262499,584.0845596,655.7074889,163.8543303,153.5811356,145.9829343,1122.327751,1467.853566,989.2317692,1016.891143,922.7865639,574.0309437,882.1089073,416.8717144,385.5925422,265.4657836,548.2968069,585.7446589,572.3600548,631.2986008,657.3207803
